Date,Bullish,Neutral,Bearish
2011-12-01,33.04%,27.53%,39.42%
2011-12-08,38.57%,26.66%,34.76%
2011-12-15,40.18%,26.16%,33.64%
2011-12-22,33.73%,38.04%,28.24%
2011-12-29,40.60%,28.57%,30.83%
2012-01-05,48.88%,33.95%,17.16%
2012-01-12,49.14%,33.68%,17.18%
2012-01-19,47.23%,29.15%,23.61%
2012-01-26,48.40%,32.69%,18.91%
2012-02-02,43.81%,31.12%,25.08%
2012-02-09,51.64%,28.17%,20.19%
2012-02-16,42.71%,30.65%,26.63%
2012-02-23,43.69%,28.80%,27.51%
2012-03-01,44.51%,28.66%,26.83%
2012-03-08,42.38%,28.62%,29.00%
2012-03-15,45.61%,27.20%,27.20%
2012-03-22,42.38%,29.80%,27.81%
2012-03-29,42.47%,32.05%,25.48%
2012-04-05,38.17%,34.02%,27.80%
2012-04-12,28.14%,30.30%,41.56%
2012-04-19,31.18%,34.98%,33.84%
2012-04-26,27.64%,34.96%,37.40%
2012-05-03,35.40%,36.13%,28.47%
2012-05-10,25.40%,32.54%,42.06%
2012-05-17,23.58%,30.45%,45.97%
2012-05-24,30.47%,30.86%,38.67%
2012-05-31,28.02%,29.96%,42.02%
2012-06-07,27.45%,26.80%,45.75%
2012-06-14,34.04%,30.18%,35.79%
2012-06-21,32.89%,31.23%,35.88%
2012-06-28,28.67%,26.96%,44.37%
2012-07-05,32.64%,34.03%,33.33%
2012-07-12,30.23%,35.05%,34.73%
2012-07-19,22.19%,36.02%,41.79%
2012-07-26,28.12%,28.75%,43.13%
2012-08-02,30.45%,34.63%,34.93%
2012-08-09,36.47%,36.18%,27.35%
2012-08-16,36.84%,35.09%,28.07%
2012-08-23,41.96%,32.17%,25.87%
2012-08-30,34.72%,32.64%,32.64%
2012-09-06,33.06%,33.88%,33.06%
2012-09-13,36.46%,30.56%,32.99%
2012-09-20,37.50%,28.72%,33.78%
2012-09-27,36.10%,27.44%,36.46%
2012-10-04,33.86%,32.91%,33.23%
2012-10-11,30.58%,30.58%,38.85%
2012-10-18,28.66%,26.79%,44.55%
2012-10-25,29.25%,27.67%,43.08%
2012-11-01,35.74%,23.28%,40.98%
2012-11-08,38.50%,21.60%,39.91%
2012-11-15,28.82%,22.35%,48.82%
2012-11-22,35.82%,23.40%,40.78%
2012-11-28,40.93%,24.71%,34.36%
2012-12-06,42.22%,23.17%,34.60%
2012-12-13,43.23%,26.69%,30.08%
2012-12-20,46.40%,28.80%,24.80%
2012-12-27,44.40%,25.37%,30.22%
2013-01-03,38.71%,25.09%,36.20%
2013-01-10,46.45%,26.63%,26.92%
2013-01-17,43.94%,28.73%,27.32%
2013-01-24,52.34%,23.39%,24.27%
2013-01-31,48.04%,27.65%,24.30%
2013-02-07,42.77%,27.67%,29.56%
2013-02-14,42.25%,29.01%,28.73%
2013-02-21,41.79%,25.71%,32.50%
2013-02-28,28.39%,35.02%,36.59%
2013-03-07,31.06%,30.43%,38.51%
2013-03-14,45.42%,22.55%,32.03%
2013-03-21,38.94%,27.72%,33.33%
2013-03-28,38.40%,32.95%,28.65%
2013-04-04,35.49%,36.34%,28.17%
2013-04-11,19.31%,26.21%,54.48%
2013-04-18,26.85%,24.93%,48.22%
2013-04-25,28.29%,32.89%,38.82%
2013-05-02,30.99%,33.10%,35.92%
2013-05-09,40.79%,31.77%,27.44%
2013-05-16,38.49%,32.18%,29.34%
2013-05-23,48.97%,29.45%,21.58%
2013-05-30,35.97%,34.39%,29.64%
2013-06-06,29.47%,31.58%,38.95%
2013-06-13,32.97%,32.43%,34.59%
2013-06-20,37.45%,32.58%,29.96%
2013-06-27,30.28%,34.56%,35.17%
2013-07-04,41.99%,34.16%,23.84%
2013-07-11,48.94%,32.77%,18.30%
2013-07-18,47.74%,31.01%,21.25%
2013-07-25,45.12%,32.32%,22.56%
2013-08-01,35.62%,39.38%,25.00%
2013-08-08,39.50%,33.86%,26.65%
2013-08-15,34.51%,37.32%,28.17%
2013-08-22,28.96%,28.19%,42.86%
2013-08-29,33.54%,35.71%,30.75%
2013-09-05,35.53%,33.22%,31.25%
2013-09-12,45.52%,29.90%,24.58%
2013-09-19,45.11%,25.19%,29.70%
2013-09-26,36.05%,33.33%,30.61%
2013-10-03,37.84%,32.09%,30.07%
2013-10-10,41.33%,25.09%,33.58%
2013-10-17,46.28%,28.80%,24.92%
2013-10-24,49.20%,33.23%,17.57%
2013-10-31,44.97%,33.56%,21.48%
2013-11-07,45.48%,32.71%,21.81%
2013-11-14,39.20%,33.33%,27.47%
2013-11-21,34.39%,36.13%,29.48%
2013-11-28,47.30%,24.44%,28.25%
2013-12-05,42.64%,29.81%,27.55%
2013-12-12,41.27%,33.73%,25.00%
2013-12-19,47.46%,27.46%,25.08%
2013-12-26,55.06%,26.40%,18.54%
2014-01-02,43.09%,27.64%,29.27%
2014-01-09,43.62%,31.38%,25.00%
2014-01-16,38.99%,39.52%,21.49%
2014-01-23,38.12%,38.12%,23.76%
2014-01-30,32.18%,35.06%,32.76%
2014-02-06,27.90%,35.70%,36.41%
2014-02-13,40.15%,32.51%,27.34%
2014-02-20,42.20%,35.00%,22.80%
2014-02-27,39.69%,39.18%,21.13%
2014-03-06,40.51%,32.86%,26.63%
2014-03-13,41.34%,31.84%,26.82%
2014-03-20,36.78%,37.07%,26.15%
2014-03-27,31.16%,40.23%,28.61%
2014-04-03,35.36%,37.86%,26.79%
2014-04-10,28.48%,37.42%,34.11%
2014-04-17,27.22%,38.53%,34.25%
2014-04-24,34.50%,39.47%,26.02%
2014-05-01,29.77%,40.78%,29.45%
2014-05-08,28.34%,42.99%,28.66%
2014-05-15,33.12%,44.27%,22.61%
2014-05-22,30.43%,43.17%,26.40%
2014-05-29,36.46%,40.33%,23.20%
2014-06-05,39.51%,38.27%,22.22%
2014-06-12,44.69%,34.06%,21.25%
2014-06-19,35.17%,40.70%,24.13%
2014-06-26,37.22%,41.69%,21.09%
2014-07-03,38.51%,39.10%,22.39%
2014-07-10,37.64%,33.71%,28.65%
2014-07-17,32.36%,39.16%,28.48%
2014-07-24,29.63%,40.43%,29.94%
2014-07-31,31.12%,37.76%,31.12%
2014-08-07,30.89%,30.89%,38.23%
2014-08-14,39.81%,33.23%,26.96%
2014-08-21,46.11%,30.24%,23.65%
2014-08-28,51.92%,28.85%,19.23%
2014-09-04,44.67%,31.36%,23.96%
2014-09-11,40.38%,33.01%,26.60%
2014-09-18,42.24%,34.78%,22.98%
2014-09-25,41.84%,29.93%,28.23%
2014-10-02,35.42%,33.68%,30.90%
2014-10-09,39.88%,29.14%,30.98%
2014-10-16,42.66%,23.64%,33.70%
2014-10-23,49.69%,27.81%,22.50%
2014-10-30,49.37%,29.56%,21.07%
2014-11-06,52.69%,32.26%,15.05%
2014-11-13,57.93%,22.76%,19.31%
2014-11-20,49.12%,27.06%,23.82%
2014-11-27,52.15%,27.06%,20.79%
2014-12-04,42.68%,31.38%,25.94%
2014-12-11,45.02%,32.65%,22.34%
2014-12-18,38.74%,34.39%,26.88%
2014-12-25,50.94%,30.19%,18.87%
2015-01-01,51.74%,28.96%,19.31%
2015-01-08,41.01%,31.30%,27.70%
2015-01-15,46.11%,32.40%,21.50%
2015-01-22,37.14%,32.06%,30.79%
2015-01-29,44.17%,33.44%,22.39%
2015-02-05,35.49%,32.08%,32.42%
2015-02-12,40.00%,39.67%,20.33%
2015-02-19,47.02%,35.10%,17.88%
2015-02-26,45.37%,34.33%,20.30%
2015-03-05,39.80%,36.84%,23.36%
2015-03-12,31.60%,43.00%,25.41%
2015-03-19,27.16%,41.36%,31.48%
2015-03-26,38.43%,37.19%,24.38%
2015-04-02,35.40%,32.65%,31.96%
2015-04-09,28.70%,47.15%,24.15%
2015-04-16,32.07%,45.15%,22.78%
2015-04-23,31.47%,45.34%,23.19%
2015-04-30,30.84%,47.21%,21.95%
2015-05-07,27.06%,46.10%,26.84%
2015-05-14,26.74%,46.90%,26.36%
2015-05-21,25.21%,49.79%,25.00%
2015-05-28,27.00%,47.86%,25.14%
2015-06-04,27.34%,48.03%,24.63%
2015-06-11,20.04%,47.38%,32.58%
2015-06-18,25.41%,40.29%,34.30%
2015-06-25,35.56%,42.78%,21.67%
2015-07-02,22.61%,42.30%,35.09%
2015-07-09,27.91%,42.92%,29.18%
2015-07-16,30.81%,45.95%,23.24%
2015-07-23,32.54%,41.87%,25.60%
2015-07-30,21.11%,38.19%,40.70%
2015-08-06,24.32%,44.03%,31.66%
2015-08-13,30.45%,33.40%,36.15%
2015-08-20,26.82%,39.85%,33.33%
2015-08-27,32.50%,29.23%,38.27%
2015-09-03,32.38%,35.94%,31.67%
2015-09-10,34.65%,30.34%,35.01%
2015-09-17,33.26%,37.60%,29.13%
2015-09-24,32.12%,39.19%,28.69%
2015-10-01,28.11%,31.98%,39.92%
2015-10-08,37.52%,34.29%,28.19%
2015-10-15,34.08%,38.78%,27.14%
2015-10-22,34.77%,41.21%,24.02%
2015-10-29,40.39%,39.02%,20.59%
2015-11-05,39.00%,42.40%,18.60%
2015-11-12,34.27%,42.72%,23.00%
2015-11-19,30.77%,38.68%,30.55%
2015-11-26,32.36%,41.61%,26.03%
2015-12-03,29.49%,49.31%,21.20%
2015-12-10,28.51%,41.61%,29.89%
2015-12-17,23.87%,36.75%,39.38%
2015-12-24,26.38%,42.13%,31.49%
2015-12-31,25.07%,51.31%,23.62%
2016-01-07,22.17%,39.57%,38.26%
2016-01-14,17.90%,36.58%,45.53%
2016-01-21,21.52%,29.77%,48.71%
2016-01-28,29.75%,30.28%,39.96%
2016-02-04,27.55%,37.74%,34.72%
2016-02-11,19.24%,32.06%,48.70%
2016-02-18,27.56%,34.64%,37.80%
2016-02-25,31.19%,37.39%,31.42%
2016-03-03,32.02%,38.74%,29.25%
2016-03-10,37.36%,38.27%,24.37%
2016-03-17,29.96%,43.18%,26.86%
2016-03-24,33.78%,42.51%,23.71%
2016-03-31,27.18%,47.06%,25.76%
2016-04-07,32.19%,46.35%,21.46%
2016-04-14,27.85%,47.26%,24.89%
2016-04-21,33.41%,42.67%,23.92%
2016-04-28,27.37%,44.03%,28.60%
2016-05-05,22.33%,47.33%,30.34%
2016-05-12,20.41%,48.30%,31.29%
2016-05-19,19.34%,46.56%,34.10%
2016-05-26,17.75%,52.86%,29.39%
2016-06-02,30.17%,40.78%,29.05%
2016-06-09,27.83%,44.34%,27.83%
2016-06-16,25.35%,37.15%,37.50%
2016-06-23,21.97%,42.80%,35.23%
2016-06-30,28.91%,37.67%,33.42%
2016-07-07,31.06%,42.29%,26.65%
2016-07-14,36.87%,38.71%,24.42%
2016-07-21,35.43%,37.85%,26.72%
2016-07-28,31.25%,40.34%,28.41%
2016-08-04,29.79%,43.44%,26.77%
2016-08-11,31.29%,41.95%,26.76%
2016-08-18,35.56%,38.08%,26.36%
2016-08-25,29.42%,40.94%,29.64%
2016-09-01,28.60%,39.87%,31.52%
2016-09-08,29.75%,41.77%,28.48%
2016-09-15,27.94%,36.14%,35.92%
2016-09-22,24.83%,36.89%,38.28%
2016-09-29,24.00%,38.89%,37.11%
2016-10-06,28.79%,43.30%,27.90%
2016-10-13,25.47%,40.80%,33.73%
2016-10-20,23.74%,38.45%,37.82%
2016-10-27,24.75%,41.18%,34.07%
2016-11-03,23.64%,42.05%,34.32%
2016-11-10,38.89%,31.78%,29.33%
2016-11-17,46.65%,26.77%,26.57%
2016-11-24,49.89%,28.03%,22.08%
2016-12-01,43.78%,31.12%,25.10%
2016-12-08,43.12%,30.39%,26.49%
2016-12-15,44.66%,23.01%,32.33%
2016-12-22,44.61%,26.24%,29.15%
2016-12-29,45.57%,28.69%,25.74%
2017-01-05,46.20%,28.57%,25.23%
2017-01-12,43.64%,29.39%,26.97%
2017-01-19,37.01%,30.32%,32.68%
2017-01-26,31.58%,34.93%,33.49%
2017-02-02,32.80%,33.03%,34.17%
2017-02-09,35.80%,36.54%,27.65%
2017-02-16,33.09%,34.55%,32.36%
2017-02-23,38.46%,29.23%,32.31%
2017-03-02,37.91%,26.47%,35.62%
2017-03-09,30.00%,23.50%,46.50%
2017-03-16,31.17%,30.13%,38.70%
2017-03-23,35.28%,34.22%,30.50%
2017-03-30,30.22%,32.40%,37.38%
2017-04-06,28.30%,32.08%,39.62%
2017-04-13,28.97%,33.64%,37.38%
2017-04-20,25.71%,35.59%,38.70%
2017-04-27,38.05%,30.24%,31.71%
2017-05-04,38.07%,31.98%,29.95%
2017-05-11,32.73%,37.05%,30.22%
2017-05-18,23.85%,41.90%,34.25%
2017-05-25,32.86%,37.14%,30.00%
2017-06-01,26.92%,41.54%,31.54%
2017-06-08,35.43%,35.04%,29.53%
2017-06-15,32.27%,38.25%,29.48%
2017-06-22,32.65%,38.44%,28.91%
2017-06-29,29.71%,43.43%,26.86%
2017-07-06,29.58%,40.56%,29.86%
2017-07-13,28.24%,42.13%,29.63%
2017-07-20,35.48%,38.71%,25.81%
2017-07-27,34.46%,41.22%,24.32%
2017-08-03,36.11%,31.79%,32.10%
2017-08-10,33.67%,34.00%,32.33%
2017-08-17,34.17%,33.03%,32.80%
2017-08-24,28.10%,33.61%,38.29%
2017-08-31,25.00%,35.11%,39.89%
2017-09-07,29.28%,34.98%,35.74%
2017-09-14,41.29%,36.74%,21.97%
2017-09-21,40.14%,32.65%,27.21%
2017-09-28,33.33%,37.93%,28.74%
2017-10-05,35.60%,31.60%,32.80%
2017-10-12,39.77%,33.33%,26.90%
2017-10-19,37.93%,34.14%,27.93%
2017-10-26,39.64%,27.33%,33.03%
2017-11-02,45.05%,26.37%,28.57%
2017-11-09,45.10%,31.82%,23.08%
2017-11-16,29.35%,35.43%,35.22%
2017-11-23,35.49%,35.49%,29.01%
2017-11-30,35.95%,32.43%,31.62%
2017-12-07,36.88%,28.90%,34.22%
2017-12-14,45.00%,26.88%,28.13%
2017-12-21,50.50%,23.88%,25.62%
2017-12-28,52.65%,26.72%,20.63%
2018-01-04,59.75%,24.69%,15.56%
2018-01-11,48.67%,26.25%,25.07%
2018-01-18,54.11%,24.50%,21.39%
2018-01-25,45.45%,30.52%,24.03%
2018-02-01,44.77%,26.47%,28.76%
2018-02-08,37.03%,27.96%,35.01%
2018-02-15,48.52%,30.07%,21.41%
2018-02-22,44.65%,32.56%,22.79%
2018-03-01,37.28%,39.31%,23.41%
2018-03-08,26.40%,45.21%,28.38%
2018-03-15,36.84%,41.83%,21.33%
2018-03-22,33.23%,38.28%,28.49%
2018-03-29,31.94%,32.73%,35.33%
2018-04-05,31.90%,31.47%,36.64%
2018-04-12,26.09%,31.16%,42.75%
2018-04-19,37.78%,33.00%,29.22%
2018-04-26,36.91%,37.54%,25.55%
2018-05-03,28.40%,41.36%,30.25%
2018-05-10,33.51%,40.96%,25.53%
2018-05-17,36.68%,42.74%,20.58%
2018-05-24,38.56%,36.27%,25.16%
2018-05-31,35.02%,38.63%,26.35%
2018-06-07,38.93%,34.35%,26.72%
2018-06-14,44.78%,33.52%,21.70%
2018-06-21,38.72%,35.10%,26.18%
2018-06-28,28.45%,30.75%,40.80%
2018-07-05,27.86%,32.87%,39.28%
2018-07-12,43.05%,27.80%,29.15%
2018-07-19,34.66%,40.40%,24.94%
2018-07-26,31.52%,41.58%,26.90%
2018-08-02,29.11%,38.81%,32.08%
2018-08-09,36.36%,32.60%,31.03%
2018-08-16,36.17%,34.75%,29.08%
2018-08-23,38.46%,34.47%,27.07%
2018-08-30,43.50%,32.11%,24.39%
2018-09-06,42.22%,31.48%,26.30%
2018-09-13,32.09%,35.07%,32.84%
2018-09-20,32.04%,35.92%,32.04%
2018-09-27,36.22%,32.68%,31.10%
2018-10-04,45.66%,29.22%,25.11%
2018-10-11,30.61%,33.94%,35.45%
2018-10-18,33.94%,31.05%,35.02%
2018-10-25,27.97%,31.03%,41.00%
2018-11-01,37.93%,27.59%,34.48%
2018-11-08,41.28%,27.52%,31.19%
2018-11-15,35.09%,28.95%,35.96%
2018-11-22,25.25%,27.61%,47.14%
2018-11-29,33.88%,26.64%,39.47%
2018-12-06,37.94%,31.56%,30.50%
2018-12-13,20.90%,30.23%,48.87%
2018-12-20,24.86%,27.84%,47.30%
2018-12-27,31.55%,18.15%,50.30%
2019-01-03,33.02%,24.21%,42.77%
2019-01-10,38.46%,32.17%,29.37%
2019-01-17,33.53%,30.21%,36.25%
2019-01-24,37.66%,30.03%,32.32%
2019-01-31,31.76%,36.49%,31.76%
2019-02-07,39.87%,37.34%,22.78%
2019-02-14,35.10%,39.82%,25.07%
2019-02-21,39.32%,35.29%,25.39%
2019-02-28,41.63%,38.37%,20.00%
2019-03-07,37.39%,35.87%,26.75%
2019-03-14,32.42%,36.52%,31.06%
2019-03-21,37.30%,39.29%,23.41%
2019-03-28,33.20%,39.60%,27.20%
2019-04-04,35.02%,36.71%,28.27%
2019-04-11,40.29%,39.33%,20.38%
2019-04-18,37.56%,40.61%,21.83%
2019-04-25,33.52%,46.31%,20.17%
2019-05-02,39.02%,39.63%,21.34%
2019-05-09,43.12%,33.70%,23.19%
2019-05-16,29.82%,30.88%,39.30%
2019-05-23,24.71%,39.22%,36.08%
2019-05-30,24.79%,35.12%,40.08%
2019-06-06,22.53%,34.89%,42.58%
2019-06-13,26.84%,38.96%,34.20%
2019-06-20,29.51%,38.36%,32.13%
2019-06-27,29.59%,38.36%,32.05%
2019-07-03,33.16%,34.49%,32.35%
2019-07-11,33.61%,38.89%,27.50%
2019-07-18,35.93%,35.43%,28.64%
2019-07-25,31.74%,36.24%,32.02%
2019-08-01,38.44%,37.50%,24.06%
2019-08-08,21.66%,30.15%,48.20%
2019-08-15,23.18%,31.97%,44.85%
2019-08-22,26.64%,33.64%,39.72%
2019-08-29,26.13%,31.66%,42.21%
2019-09-05,28.64%,31.85%,39.51%
2019-09-12,33.13%,35.63%,31.25%
2019-09-19,35.34%,36.84%,27.82%
2019-09-26,29.37%,37.37%,33.26%
2019-10-03,21.37%,39.19%,39.44%
2019-10-10,20.31%,35.73%,43.96%
2019-10-17,33.62%,35.33%,31.05%
2019-10-24,35.60%,36.13%,28.27%
2019-10-31,33.98%,37.59%,28.43%
2019-11-07,40.30%,35.77%,23.93%
2019-11-14,40.72%,34.46%,24.82%
2019-11-21,34.24%,36.72%,29.03%
2019-11-29,33.64%,36.09%,30.28%
2019-12-05,31.72%,39.16%,29.13%
2019-12-12,37.63%,36.32%,26.05%
2019-12-19,44.09%,35.43%,20.47%
2019-12-26,41.89%,36.58%,21.53%
2020-01-02,37.22%,40.91%,21.88%
2020-01-09,33.07%,37.04%,29.89%
2020-01-16,41.83%,30.66%,27.51%
2020-01-23,45.60%,29.63%,24.77%
2020-01-30,31.98%,31.17%,36.86%
2020-02-06,33.87%,30.91%,35.22%
2020-02-13,41.33%,32.27%,26.40%
2020-02-20,40.56%,30.77%,28.67%
2020-02-27,30.43%,30.43%,39.13%
2020-03-05,38.74%,21.62%,39.64%
2020-03-12,29.74%,18.95%,51.31%
2020-03-19,34.35%,14.50%,51.15%
2020-03-26,32.90%,15.03%,52.07%
2020-04-02,34.24%,16.03%,49.73%
2020-04-09,36.60%,18.73%,44.67%
2020-04-16,34.86%,22.39%,42.75%
2020-04-23,24.86%,25.14%,50.00%
2020-04-30,30.60%,25.37%,44.03%
2020-05-07,23.67%,23.67%,52.66%
2020-05-14,23.31%,26.07%,50.61%
2020-05-21,29.00%,25.97%,45.02%
2020-05-28,33.07%,24.80%,42.13%
2020-06-04,34.55%,26.58%,38.87%
2020-06-11,34.28%,27.67%,38.05%
2020-06-18,24.37%,27.85%,47.78%
2020-06-25,24.14%,26.96%,48.90%
2020-07-02,22.15%,31.96%,45.89%
2020-07-09,27.16%,30.17%,42.67%
2020-07-16,30.84%,23.79%,45.37%
2020-07-23,26.06%,27.11%,46.83%
2020-07-30,20.23%,31.30%,48.47%
2020-08-06,23.29%,29.11%,47.60%
2020-08-13,30.04%,27.84%,42.12%
2020-08-20,30.39%,27.21%,42.40%
2020-08-27,32.08%,28.30%,39.62%
2020-09-03,30.80%,27.43%,41.77%
2020-09-10,23.71%,27.84%,48.45%
2020-09-17,32.02%,27.59%,40.39%
2020-09-24,24.89%,29.11%,45.99%
2020-10-01,26.24%,30.69%,43.07%
2020-10-08,34.74%,26.29%,38.97%
2020-10-15,34.78%,29.47%,35.75%
2020-10-22,35.75%,31.22%,33.03%
2020-10-29,35.29%,29.41%,35.29%
2020-11-05,37.96%,30.56%,31.48%
2020-11-12,55.84%,19.29%,24.87%
2020-11-19,44.35%,29.29%,26.36%
2020-11-27,47.25%,25.27%,27.47%
2020-12-03,49.07%,28.25%,22.68%
2020-12-10,48.06%,25.09%,26.86%
2020-12-17,43.43%,30.28%,26.29%
2020-12-24,43.57%,34.44%,21.99%
2020-12-31,46.08%,27.12%,26.80%
2021-01-07,45.19%,23.08%,31.73%
2021-01-21,42.55%,22.98%,34.47%
2021-01-28,37.66%,24.03%,38.31%
2021-02-04,37.35%,27.06%,35.59%
2021-02-11,45.45%,28.28%,26.26%
2021-02-18,47.06%,27.55%,25.39%
2021-02-25,45.93%,30.29%,23.78%
2021-03-04,40.26%,34.42%,25.32%
2021-03-11,49.41%,27.06%,23.53%
2021-03-18,48.94%,27.46%,23.59%
2021-03-25,50.95%,28.48%,20.57%
2021-04-01,45.83%,30.95%,23.21%
2021-04-08,56.91%,22.70%,20.39%
2021-04-15,53.82%,21.59%,24.58%
2021-04-22,52.68%,26.81%,20.50%
2021-04-29,42.57%,31.76%,25.68%
2021-05-06,44.31%,32.55%,23.14%
2021-05-13,36.52%,36.52%,26.96%
2021-05-20,37.03%,36.71%,26.27%
2021-05-27,36.43%,37.14%,26.43%
2021-06-03,44.07%,36.17%,19.76%
2021-06-10,40.23%,39.10%,20.68%
2021-06-17,41.12%,32.71%,26.17%
2021-06-24,40.42%,36.25%,23.33%
2021-07-01,48.65%,29.19%,22.16%
2021-07-08,40.20%,35.29%,24.51%
2021-07-15,36.17%,37.02%,26.81%
2021-07-22,30.65%,38.71%,30.65%
2021-07-29,36.16%,39.73%,24.11%
2021-08-05,36.07%,32.24%,31.69%
2021-08-12,36.97%,31.51%,31.51%
2021-08-19,33.17%,31.73%,35.10%
2021-08-26,39.56%,27.47%,32.97%
2021-09-02,43.43%,23.23%,33.33%
2021-09-09,38.89%,33.89%,27.22%
2021-09-16,22.45%,38.27%,39.29%
2021-09-23,29.90%,30.93%,39.18%
2021-09-30,28.14%,31.14%,40.72%
2021-10-07,25.47%,37.74%,36.79%
2021-10-14,37.91%,30.33%,31.75%
2021-10-21,46.89%,25.36%,27.75%
2021-10-27,39.83%,30.74%,29.44%
2021-11-04,41.50%,32.50%,26.00%
2021-11-11,48.00%,28.00%,24.00%
2021-11-18,38.84%,33.93%,27.23%
2021-11-24,33.81%,30.48%,35.71%
2021-12-02,26.67%,30.95%,42.38%
2021-12-09,29.72%,39.76%,30.52%
2021-12-16,25.24%,35.44%,39.32%
2021-12-23,29.57%,36.56%,33.87%
2021-12-30,37.66%,31.80%,30.54%
2022-01-06,32.76%,33.91%,33.33%
2022-01-13,24.91%,36.80%,38.29%
2022-01-20,20.96%,32.31%,46.72%
2022-01-27,23.14%,23.92%,52.94%
2022-02-03,26.49%,29.85%,43.66%
2022-02-10,24.36%,40.17%,35.47%
2022-02-17,19.25%,37.56%,43.19%
2022-02-24,23.39%,22.94%,53.67%
2022-03-03,30.39%,28.18%,41.44%
2022-03-10,24.00%,30.22%,45.78%
2022-03-17,22.47%,27.75%,49.78%
2022-03-24,32.80%,31.75%,35.45%
2022-03-31,31.88%,40.58%,27.54%
2022-04-07,24.71%,33.91%,41.38%
2022-04-14,15.84%,35.75%,48.42%
2022-04-21,18.87%,37.26%,43.87%
2022-04-28,16.44%,24.20%,59.36%
2022-05-05,26.87%,20.26%,52.86%
2022-05-12,24.32%,26.64%,49.03%
2022-05-19,25.97%,23.64%,50.39%
2022-05-26,19.85%,26.65%,53.50%
2022-06-02,32.02%,30.92%,37.06%
2022-06-09,21.02%,32.10%,46.88%
2022-06-16,19.44%,22.22%,58.33%
2022-06-23,18.20%,22.46%,59.34%
2022-06-30,22.78%,30.52%,46.70%
2022-07-07,19.38%,27.81%,52.81%
2022-07-14,26.89%,26.59%,46.53%
2022-07-21,29.59%,28.22%,42.19%
2022-07-28,27.72%,32.18%,40.10%
2022-08-04,30.56%,30.56%,38.89%
2022-08-11,32.15%,31.19%,36.66%
2022-08-18,33.33%,29.51%,37.15%
2022-08-25,27.70%,29.92%,42.38%
2022-09-01,21.92%,27.67%,50.41%
2022-09-08,18.07%,28.66%,53.27%
2022-09-15,26.13%,27.87%,45.99%
2022-09-22,17.73%,21.40%,60.87%
2022-09-29,19.95%,19.24%,60.81%
2022-10-06,23.92%,21.33%,54.76%
2022-10-13,20.36%,23.71%,55.93%
2022-10-20,22.60%,21.19%,56.21%
2022-10-27,26.59%,27.75%,45.66%
2022-11-03,30.56%,36.54%,32.89%
2022-11-10,25.09%,27.87%,47.04%
2022-11-17,33.45%,26.33%,40.21%
2022-11-24,28.86%,30.90%,40.23%
2022-12-01,24.47%,35.11%,40.43%
2022-12-08,24.73%,33.45%,41.82%
2022-12-15,24.30%,31.08%,44.62%
2022-12-22,20.31%,27.38%,52.31%
2022-12-29,26.49%,25.89%,47.62%
2023-01-05,20.51%,37.50%,41.99%
2023-01-12,24.03%,36.04%,39.93%
2023-01-19,30.97%,35.96%,33.07%
2023-01-26,28.37%,34.96%,36.68%
2023-02-02,29.90%,35.55%,34.55%
2023-02-09,37.50%,37.50%,25.00%
2023-02-16,34.12%,37.06%,28.82%
2023-02-23,21.65%,39.76%,38.59%
2023-03-02,23.38%,31.82%,44.81%
2023-03-09,24.83%,33.45%,41.72%
2023-03-16,19.22%,32.38%,48.40%
2023-03-23,20.95%,30.17%,48.88%
2023-03-30,22.51%,31.87%,45.61%
2023-04-06,33.33%,31.65%,35.02%
2023-04-13,26.05%,39.46%,34.48%
2023-04-20,27.22%,37.66%,35.13%
2023-04-27,24.14%,37.36%,38.51%
2023-05-04,24.08%,31.02%,44.90%
2023-05-11,29.39%,29.39%,41.22%
2023-05-18,22.90%,37.37%,39.73%
2023-05-25,27.38%,32.92%,39.69%
2023-06-01,29.05%,34.12%,36.82%
2023-06-08,44.55%,31.15%,24.30%
2023-06-15,45.18%,32.12%,22.70%
2023-06-22,42.86%,29.39%,27.76%
2023-06-29,41.93%,30.60%,27.47%
2023-07-06,46.39%,29.12%,24.48%
2023-07-13,41.00%,33.14%,25.87%
2023-07-20,51.36%,27.15%,21.49%
2023-07-27,44.91%,30.98%,24.12%
2023-08-03,48.98%,29.70%,21.32%
2023-08-10,44.70%,29.80%,25.50%
2023-08-17,35.89%,33.97%,30.14%
2023-08-24,32.27%,31.81%,35.93%
2023-08-31,33.09%,32.37%,34.53%
2023-09-07,42.19%,28.22%,29.59%
2023-09-14,34.42%,36.36%,29.22%
2023-09-21,31.30%,34.10%,34.61%
2023-09-28,27.79%,31.27%,40.94%
2023-10-05,30.10%,28.32%,41.58%
2023-10-12,40.00%,23.51%,36.49%
2023-10-19,34.07%,31.32%,34.62%
2023-10-26,29.28%,27.54%,43.18%
2023-11-02,24.31%,25.41%,50.28%
2023-11-09,42.60%,30.18%,27.22%
2023-11-16,43.78%,28.11%,28.11%
2023-11-23,45.30%,31.05%,23.65%
2023-11-30,48.76%,31.68%,19.57%
2023-12-07,47.31%,25.27%,27.42%
2023-12-14,51.30%,29.39%,19.31%
2023-12-21,52.92%,26.18%,20.89%
2023-12-28,46.33%,28.61%,25.06%
2024-01-04,48.56%,27.94%,23.50%
2024-01-11,48.59%,27.25%,24.16%
2024-01-18,40.38%,32.86%,26.76%
2024-01-25,39.27%,34.63%,26.10%
2024-02-01,49.07%,26.40%,24.53%
